# Enhanced TOEFL Vocabulary Import File
# Generated by Claude Code Enhanced Anki Processor
#separator:tab
#html:true
#notetype:Enhanced TOEFL Vocabulary
#deck:toefl3800-rank3-enhanced
#guid column:1
#tags column:6
# Field mapping: GUID  < /dev/null |  Word | Definition | Examples | Etymology | Tags
# Enhanced TOEFL Vocabulary Import File
# Generated by Claude Code Enhanced Anki Processor
#separator:tab
#html:true
#notetype:Enhanced TOEFL Vocabulary
#deck:toefl3800-enhanced-test
#guid column:1
#tags column:6
# Field mapping: GUID | Word | Definition | Examples | Etymology | Tags
p>%0np|L|/	<div class="word">obliterate</div>	<div class='definition'><strong>完全に破壊する、抹消する</strong></div>	<div class="examples">1. The bomb obliterated the entire building.<br>2. Time obliterated all traces of the ancient city.<br>3. The scandal obliterated his political career.</div>	<div class="etymology">語源：ラテン語「obliterare」（消去する）<br>「ob-（完全に）+ littera（文字）」で「文字を完全に消す」</div>	claude-generated toefl rank3 enhanced
q/BSh4pHkt	<div class="word">apathy</div>	<div class='definition'><strong>無関心、無感動、冷淡</strong></div>	<div class="examples">1. Voter apathy led to low election turnout.<br>2. The teacher was frustrated by student apathy.<br>3. His apathy toward work concerned his manager.</div>	<div class="etymology">語源：ギリシャ語「apatheia」（感情がない）<br>「a-（without）+ pathos（感情）」で「感情を持たない状態」</div>	claude-generated toefl rank3 enhanced
s3R=Aj6n4h	<div class="word">surpass</div>	<div class='definition'><strong>上回る、勝る、しのぐ</strong></div>	<div class="examples">1. This year's sales surpassed all expectations.<br>2. The student surpassed her teacher's knowledge.<br>3. His dedication surpasses that of his colleagues.</div>	<div class="etymology">語源：古フランス語「surpasser」（越える）<br>「sur-（上に）+ passer（通る）」で「上を通り越す」</div>	claude-generated toefl rank3 enhanced
NMf@`@ZBMo	<div class="word">realm</div>	<div class='definition'><strong>領域、王国、分野</strong></div>	<div class="examples">1. The scientist explored the realm of quantum physics.<br>2. In the realm of literature, she was unmatched.<br>3. The king ruled his realm with wisdom.</div>	<div class="etymology">語源：古フランス語「reaume」（王国）<br>「royal（王の）」と関連し「王が支配する領域」から発達</div>	claude-generated toefl rank3 enhanced
"r@&CEm#r1_"	<div class="word">intervene</div>	<div class='definition'><strong>仲裁する、干渉する、介入する</strong></div>	<div class="examples">1. The police had to intervene in the violent dispute.<br>2. She intervened to prevent the argument from escalating.<br>3. The government intervened in the economic crisis.</div>	<div class="etymology">語源：ラテン語「intervenire」（間に来る）<br>「inter-（間に）+ venire（来る）」で「間に入って仲裁する」</div>	claude-generated toefl rank3 enhanced
?gn/^3b0[	<div class="word">defiance</div>	<div class='definition'><strong>反抗、挑戦、無視</strong></div>	<div class="examples">1. The teenager showed open defiance toward authority.<br>2. In defiance of the weather, they continued hiking.<br>3. His defiance of company policy led to dismissal.</div>	<div class="etymology">語源：古フランス語「defiance」（不信）<br>「defy（無視する・挑戦する）」から「権威に立ち向かう態度」</div>	claude-generated toefl rank3 enhanced
G1DiL0v@ZT	<div class="word">frail</div>	<div class='definition'><strong>虚弱な、もろい、はかない</strong></div>	<div class="examples">1. The frail elderly woman needed assistance walking.<br>2. The frail peace treaty collapsed after two years.<br>3. His frail health prevented him from traveling.</div>	<div class="etymology">語源：古フランス語「fraile」（もろい）<br>「fragile（壊れやすい）」と関連し「物理的・精神的な弱さ」</div>	claude-generated toefl rank3 enhanced
t|6Ul]>,&g	<div class="word">deliberate</div>	<div class='definition'><strong>故意の、慎重な、よく考えた</strong></div>	<div class="examples">1. The attack was deliberate, not accidental.<br>2. She walked with deliberate, careful steps.<br>3. After deliberate consideration, he accepted the offer.</div>	<div class="etymology">語源：ラテン語「deliberatus」（熟考した）<br>「de-（完全に）+ librare（秤にかける）」で「十分に検討した」</div>	claude-generated toefl rank3 enhanced
gV(OdO[LWM	<div class="word">leukemia</div>	<div class='definition'><strong>白血病</strong></div>	<div class="examples">1. The doctor diagnosed him with acute leukemia.<br>2. New treatments for leukemia show promising results.<br>3. She fought bravely against childhood leukemia.</div>	<div class="etymology">語源：ギリシャ語「leukos（白い）+ haima（血）」<br>「白い血」の意味で、白血球の異常増殖による病名</div>	claude-generated toefl rank3 enhanced
z`bLMG7~}W	<div class="word">feudal</div>	<div class='definition'><strong>封建的な、封建制の</strong></div>	<div class="examples">1. Medieval Europe had a feudal system of government.<br>2. The feudal lords controlled vast territories.<br>3. Some companies still operate with feudal hierarchies.</div>	<div class="etymology">語源：中世ラテン語「feudalis」（封土の）<br>「feudum（封土）」から「土地を基盤とした主従関係」</div>	claude-generated toefl rank3 enhanced
wt+Rm`Et&!	<div class="word">municipal</div>	<div class='definition'><strong>市の、自治体の</strong></div>	<div class="examples">1. The municipal government handles local affairs.<br>2. Municipal bonds fund city infrastructure projects.<br>3. She works for the municipal water department.</div>	<div class="etymology">語源：ラテン語「municipalis」（自由都市の）<br>「municipium（自治都市）」から「市民が自治する都市」</div>	claude-generated toefl rank3 enhanced
"xx5O4#e)+{"	<div class="word">meddle</div>	<div class='definition'><strong>干渉する、おせっかいを焼く</strong></div>	<div class="examples">1. Don't meddle in other people's business.<br>2. The neighbors always meddle in our affairs.<br>3. He tends to meddle where he's not wanted.</div>	<div class="etymology">語源：古フランス語「medler」（混ぜる）<br>「mix（混ぜる）」と関連し「余計なことに手を出す」</div>	claude-generated toefl rank3 enhanced
KOimZssiSR	<div class="word">monarchy</div>	<div class='definition'><strong>君主制、王政</strong></div>	<div class="examples">1. The country abolished the monarchy in 1918.<br>2. Constitutional monarchy limits the ruler's power.<br>3. Some people prefer monarchy to democracy.</div>	<div class="etymology">語源：ギリシャ語「monarchia」（単独統治）<br>「mono-（単一）+ arkhein（支配する）」で「一人による支配」</div>	claude-generated toefl rank3 enhanced
"k2rp#Z<c14"	<div class="word">turbulent</div>	<div class='definition'><strong>混乱した、激動の、乱流の</strong></div>	<div class="examples">1. The country went through turbulent political times.<br>2. The plane encountered turbulent air currents.<br>3. Their relationship was turbulent and unstable.</div>	<div class="etymology">語源：ラテン語「turbulentus」（混乱した）<br>「turba（混乱・群衆）」から「秩序のない状態」</div>	claude-generated toefl rank3 enhanced
"lb#|$C//us"	<div class="word">collective</div>	<div class='definition'><strong>集団の、共同の、集合的な</strong></div>	<div class="examples">1. The workers formed a collective bargaining unit.<br>2. Their collective effort made the project successful.<br>3. The art collective displayed works together.</div>	<div class="etymology">語源：ラテン語「collectivus」（集められた）<br>「colligere（集める）」から「個人ではなく集団の」</div>	claude-generated toefl rank3 enhanced
F/HWK)]az%	<div class="word">prodigal</div>	<div class='definition'><strong>浪費する、金遣いの荒い</strong></div>	<div class="examples">1. The prodigal son spent his inheritance unwisely.<br>2. Her prodigal spending habits worried her family.<br>3. The company's prodigal use of resources led to losses.</div>	<div class="etymology">語源：ラテン語「prodigus」（浪費的な）<br>「pro-（前に）+ agere（駆る）」で「制御なく進む・浪費する」</div>	claude-generated toefl rank3 enhanced
"E#8CdTNU6F"	<div class="word">outset</div>	<div class='definition'><strong>最初、開始、出発点</strong></div>	<div class="examples">1. From the outset, we knew it would be difficult.<br>2. The problems were apparent at the outset.<br>3. She established clear goals at the outset.</div>	<div class="etymology">語源：「out（外に）+ set（置く）」<br>「外に出して置く」ところから「始まり・出発点」</div>	claude-generated toefl rank3 enhanced
P-Iv;O^IeL	<div class="word">pastime</div>	<div class='definition'><strong>娯楽、気晴らし、趣味</strong></div>	<div class="examples">1. Reading is her favorite pastime on weekends.<br>2. Gardening became a relaxing pastime for him.<br>3. Chess was a popular pastime in medieval times.</div>	<div class="etymology">語源：「pass（過ごす）+ time（時間）」<br>「時間を過ごす」活動から「娯楽・余暇活動」</div>	claude-generated toefl rank3 enhanced
Q{{wWD<-No	<div class="word">soot</div>	<div class='definition'><strong>すす、煤煙</strong></div>	<div class="examples">1. The chimney was black with soot and grime.<br>2. Soot from factories polluted the air.<br>3. She cleaned the soot off the fireplace walls.</div>	<div class="etymology">語源：古英語「sōt」（すす）<br>「sit（座る）」と関連し「燃焼により付着する黒い物質」</div>	claude-generated toefl rank3 enhanced
fldG&ZvAe!	<div class="word">brittle</div>	<div class='definition'><strong>もろい、壊れやすい、脆い</strong></div>	<div class="examples">1. The old paper became brittle and yellow.<br>2. Brittle bones break easily in elderly people.<br>3. The brittle plastic snapped under pressure.</div>	<div class="etymology">語源：中世英語「britel」（砕けやすい）<br>「break（壊れる）」と関連し「簡単に砕ける性質」</div>	claude-generated toefl rank3 enhanced
M-|ct4AdUN	<div class="word">paddy field</div>	<div class='definition'><strong>水田、田んぼ</strong></div>	<div class="examples">1. Rice grows in flooded paddy fields throughout Asia.<br>2. Farmers plant seedlings in the muddy paddy field.<br>3. The paddy field was harvested in early autumn.</div>	<div class="etymology">語源：マレー語「padi」（稲）<br>「稲を栽培する水田」を指すアジア起源の農業用語</div>	claude-generated toefl rank3 enhanced
q@}%:0OQ2A	<div class="word">lucid</div>	<div class='definition'><strong>明快な、透明な、正気の</strong></div>	<div class="examples">1. Her lucid explanation helped everyone understand.<br>2. The patient had lucid moments between confusion.<br>3. The lucid water revealed fish swimming below.</div>	<div class="etymology">語源：ラテン語「lucidus」（光る）<br>「lux（光）」から「明るく透明な・理解しやすい」</div>	claude-generated toefl rank3 enhanced
cc9C2MJ*]y	<div class="word">cradle</div>	<div class='definition'><strong>ゆりかご、発祥地、支える</strong></div>	<div class="examples">1. The mother gently rocked the baby's cradle.<br>2. Greece is often called the cradle of democracy.<br>3. She cradled the injured bird in her hands.</div>	<div class="etymology">語源：古英語「cradol」（かご）<br>「赤ちゃんを揺らして寝かせる器具」から「始まりの場所」</div>	claude-generated toefl rank3 enhanced
"fWLY*#;5Hf"	<div class="word">penetrate</div>	<div class='definition'><strong>貫く、浸透する、理解する</strong></div>	<div class="examples">1. The bullet penetrated the metal shield.<br>2. Sunlight penetrated through the dense forest.<br>3. Scientists penetrated the mystery of DNA.</div>	<div class="etymology">語源：ラテン語「penetrare」（内部に入る）<br>「pen-（ほとんど）+ intrare（入る）」で「深く入り込む」</div>	claude-generated toefl rank3 enhanced
I:bTZK[s`l	<div class="word">abide</div>	<div class='definition'><strong>従う、守る、我慢する</strong></div>	<div class="examples">1. All students must abide by the school rules.<br>2. I cannot abide his rude behavior anymore.<br>3. She will abide by whatever decision you make.</div>	<div class="etymology">語源：古英語「abīdan」（待つ・留まる）<br>「a-（on）+ bide（留まる）」で「決まりに留まって従う」</div>	claude-generated toefl rank3 enhanced
DyWa,i$^n>	<div class="word">compliance</div>	<div class='definition'><strong>服従、遵守、承諾</strong></div>	<div class="examples">1. The company ensures compliance with safety regulations.<br>2. Tax compliance is mandatory for all citizens.<br>3. His compliance with orders impressed his supervisor.</div>	<div class="etymology">語源：ラテン語「complere」（満たす）<br>「comply（従う）」から「規則や要求に応じること」</div>	claude-generated toefl rank3 enhanced
m,J%kBPlf$	<div class="word">converge</div>	<div class='definition'><strong>収束する、集まる、一致する</strong></div>	<div class="examples">1. The two rivers converge near the old bridge.<br>2. Scientists' opinions converged on this theory.<br>3. All roads converge at the town center.</div>	<div class="etymology">語源：ラテン語「convergere」（一緒に向かう）<br>「con-（共に）+ vergere（傾く）」で「同じ点に向かう」</div>	claude-generated toefl rank3 enhanced
A@JC@@/^q~	<div class="word">solicit</div>	<div class='definition'><strong>勧誘する、懇願する、求める</strong></div>	<div class="examples">1. The charity solicited donations from local businesses.<br>2. He solicited advice from experienced colleagues.<br>3. The lawyer was accused of soliciting false testimony.</div>	<div class="etymology">語源：ラテン語「sollicitare」（かき乱す）<br>「sollus（全体）+ citare（動かす）」で「熱心に求める」</div>	claude-generated toefl rank3 enhanced
N5~%;p=R]r	<div class="word">livelihood</div>	<div class='definition'><strong>生計、暮らし、生活手段</strong></div>	<div class="examples">1. Fishing provides livelihood for coastal communities.<br>2. Many families depend on farming for their livelihood.<br>3. The economic crisis threatened people's livelihoods.</div>	<div class="etymology">語源：「live（生きる）+ -lihood（状態）」<br>「生きていく手段・状態」を表す複合語</div>	claude-generated toefl rank3 enhanced
y`@@av`>{z	<div class="word">decomposer</div>	<div class='definition'><strong>分解者、分解生物</strong></div>	<div class="examples">1. Bacteria are important decomposers in ecosystems.<br>2. Decomposers break down dead organic matter.<br>3. Earthworms act as decomposers in soil.</div>	<div class="etymology">語源：「de-（分離）+ compose（構成する）+ -er（する者）」<br>「有機物を分解する生物」の生物学用語</div>	claude-generated toefl rank3 enhanced
h{}]2.-*/&	<div class="word">tangible</div>	<div class='definition'><strong>有形の、具体的な、触れられる</strong></div>	<div class="examples">1. We need tangible proof of his involvement.<br>2. The project showed tangible benefits to the community.<br>3. Her success brought tangible rewards like promotions.</div>	<div class="etymology">語源：ラテン語「tangibilis」（触れられる）<br>「tangere（触る）」から「手で触れることができる・具体的な」</div>	claude-generated toefl rank3 enhanced
kS.H<->o><	<div class="word">distrust</div>	<div class='definition'><strong>不信、疑惑、信用しない</strong></div>	<div class="examples">1. Public distrust of politicians is growing.<br>2. She felt deep distrust toward her former partner.<br>3. His lies created distrust among team members.</div>	<div class="etymology">語源：「dis-（反対）+ trust（信頼）」<br>「信頼の反対」で「疑いの気持ち」</div>	claude-generated toefl rank3 enhanced
w*3?_@K^!U	<div class="word">metropolitan</div>	<div class='definition'><strong>大都市の、首都の</strong></div>	<div class="examples">1. The metropolitan area includes several surrounding cities.<br>2. Metropolitan transportation systems serve millions daily.<br>3. She prefers metropolitan life to rural living.</div>	<div class="etymology">語源：ギリシャ語「metropolites」（母都市の住民）<br>「meter（母）+ polis（都市）」で「中心となる大都市」</div>	claude-generated toefl rank3 enhanced
W1)*v3l!Lk	<div class="word">cull</div>	<div class='definition'><strong>選び出す、間引く、除去する</strong></div>	<div class="examples">1. The farmer had to cull the weakest animals from the herd.<br>2. Editors cull the best articles for publication.<br>3. The government decided to cull the deer population.</div>	<div class="etymology">語源：古フランス語「cueillir」（摘む・選ぶ）<br>「collect（集める）」と関連し「選別して取り除く」</div>	claude-generated toefl rank3 enhanced
nOLy>~6%<M	<div class="word">damp</div>	<div class='definition'><strong>湿った、湿気、湿らせる</strong></div>	<div class="examples">1. The basement felt cold and damp in winter.<br>2. She used a damp cloth to clean the table.<br>3. The rain damped their enthusiasm for camping.</div>	<div class="etymology">語源：中世英語「dampe」（有毒な蒸気）<br>「湿った空気」から「少し濡れた状態」を意味</div>	claude-generated toefl rank3 enhanced
gy<f}^Nt@+	<div class="word">recede</div>	<div class='definition'><strong>後退する、遠ざかる、引く</strong></div>	<div class="examples">1. The floodwaters slowly receded after the storm.<br>2. His hairline has been receding for years.<br>3. The pain receded as the medicine took effect.</div>	<div class="etymology">語源：ラテン語「recedere」（後ろに行く）<br>「re-（後ろに）+ cedere（行く）」で「元の位置から離れる」</div>	claude-generated toefl rank3 enhanced
ynP7C7L3>O	<div class="word">barren</div>	<div class='definition'><strong>不毛の、荒れた、実らない</strong></div>	<div class="examples">1. The desert landscape appeared completely barren.<br>2. The barren soil produced no crops this year.<br>3. Their marriage remained barren for many years.</div>	<div class="etymology">語源：古フランス語「barain」（不毛の）<br>「何も生み出さない・実りのない」状態を表す</div>	claude-generated toefl rank3 enhanced
V,C<q&:^Oz	<div class="word">immerse</div>	<div class='definition'><strong>浸す、没頭する、夢中になる</strong></div>	<div class="examples">1. She immersed the fabric in cold water.<br>2. He immersed himself completely in his studies.<br>3. The virtual reality game immerses players in fantasy worlds.</div>	<div class="etymology">語源：ラテン語「immergere」（中に沈める）<br>「in-（中に）+ mergere（沈める）」で「完全に浸す」</div>	claude-generated toefl rank3 enhanced
A0{7^8Ay*X	<div class="word">haste</div>	<div class='definition'><strong>急ぎ、慌て、性急</strong></div>	<div class="examples">1. In his haste to leave, he forgot his keys.<br>2. Make haste, or we'll miss the train!<br>3. Haste makes waste, so work carefully.</div>	<div class="etymology">語源：古フランス語「haste」（急ぎ）<br>「hasty（性急な）」と関連し「時間を急ぐ気持ち」</div>	claude-generated toefl rank3 enhanced
FpjtY=G-2N	<div class="word">abolish</div>	<div class='definition'><strong>廃止する、撤廃する</strong></div>	<div class="examples">1. The country abolished slavery in 1865.<br>2. The new government plans to abolish the old tax system.<br>3. They want to abolish the death penalty completely.</div>	<div class="etymology">語源：ラテン語「abolere」（破壊する）<br>「ab-（離れて）+ olere（成長する）」で「成長を止める・廃止する」</div>	claude-generated toefl rank3 enhanced
uJlgb4Nf"Z	<div class="word">ornament</div>	<div class='definition'><strong>装飾品、飾り、装飾する</strong></div>	<div class="examples">1. Christmas ornaments decorated the tree beautifully.<br>2. The building was ornamented with intricate carvings.<br>3. She wore simple jewelry as her only ornament.</div>	<div class="etymology">語源：ラテン語「ornamentum」（装備）<br>「ornare（装う）」から「美しく飾るもの」</div>	claude-generated toefl rank3 enhanced
q"X~5I@l%A	<div class="word">patriotic</div>	<div class='definition'><strong>愛国的な、愛国心の</strong></div>	<div class="examples">1. The patriotic speech inspired the crowd.<br>2. Singing the national anthem is a patriotic tradition.<br>3. Many veterans feel deeply patriotic toward their country.</div>	<div class="etymology">語源：ギリシャ語「patriotikos」（祖国の）<br>「patrios（父の・祖先の）」から「祖国を愛する」</div>	claude-generated toefl rank3 enhanced
nO=h1XlxE@	<div class="word">instinct</div>	<div class='definition'><strong>本能、直感、天性</strong></div>	<div class="examples">1. Birds migrate by instinct, not learned behavior.<br>2. Her maternal instinct kicked in immediately.<br>3. He trusted his instinct and avoided the dangerous path.</div>	<div class="etymology">語源：ラテン語「instinctus」（刺激された）<br>「instinguere（突き刺す）」から「内から突き動かす力」</div>	claude-generated toefl rank3 enhanced
"d=N~13#mS0"	<div class="word">exert</div>	<div class='definition'><strong>発揮する、行使する、努力する</strong></div>	<div class="examples">1. She had to exert considerable effort to lift the box.<br>2. The manager exerted his authority over the team.<br>3. The medication exerts a calming effect on patients.</div>	<div class="etymology">語源：ラテン語「exserere」（伸ばし出す）<br>「ex-（外に）+ serere（結ぶ）」から「力を外に出す」</div>	claude-generated toefl rank3 enhanced
&QOZz*!tq]	<div class="word">contaminate</div>	<div class='definition'><strong>汚染する、感染させる</strong></div>	<div class="examples">1. Industrial waste contaminated the river water.<br>2. The virus contaminated the entire computer network.<br>3. Fear of contamination led to the evacuation.</div>	<div class="etymology">語源：ラテン語「contaminare」（汚す）<br>「con-（共に）+ taminare（汚れる）」で「他に汚れを移す」</div>	claude-generated toefl rank3 enhanced
i9%;_ULI|9	<div class="word">chronic</div>	<div class='definition'><strong>慢性的な、長期的な</strong></div>	<div class="examples">1. He suffers from chronic back pain.<br>2. The region faces chronic water shortages.<br>3. Chronic stress can lead to serious health problems.</div>	<div class="etymology">語源：ギリシャ語「khronikos」（時間の）<br>「khronos（時間）」から「長時間続く」状態</div>	claude-generated toefl rank3 enhanced
Y.8k&4S|z2	<div class="word">confiscate</div>	<div class='definition'><strong>没収する、押収する</strong></div>	<div class="examples">1. Customs officials confiscated the illegal drugs.<br>2. The teacher confiscated phones during the exam.<br>3. The government confiscated property from tax evaders.</div>	<div class="etymology">語源：ラテン語「confiscare」（国庫に入れる）<br>「con-（共に）+ fiscus（国庫）」で「公的に押収する」</div>	claude-generated toefl rank3 enhanced
dGN=DvY3HL	<div class="word">turbulence</div>	<div class='definition'><strong>乱気流、混乱、動揺</strong></div>	<div class="examples">1. The plane encountered severe turbulence over the mountains.<br>2. Political turbulence followed the election results.<br>3. Economic turbulence affected global markets.</div>	<div class="etymology">語源：ラテン語「turbulentia」（混乱）<br>「turbulent（混乱した）」の名詞形で「秩序のない状態」</div>	claude-generated toefl rank3 enhanced
z2u:b9Bm5B	<div class="word">elusive</div>	<div class='definition'><strong>とらえにくい、理解しがたい</strong></div>	<div class="examples">1. The solution to the puzzle remained elusive.<br>2. Success in the arts can be quite elusive.<br>3. The elusive criminal avoided capture for months.</div>	<div class="etymology">語源：ラテン語「eludere」（逃れる）<br>「e-（外に）+ ludere（遊ぶ）」から「巧妙に逃げる」</div>	claude-generated toefl rank3 enhanced
C*8dv{~@.u	<div class="word">equip</div>	<div class='definition'><strong>装備する、設備する、準備する</strong></div>	<div class="examples">1. The school equipped the lab with modern computers.<br>2. Mountain climbers must equip themselves properly.<br>3. The course equips students with practical skills.</div>	<div class="etymology">語源：古フランス語「equipper」（船を装備する）<br>「ship（船）」を準備することから「必要なものを揃える」</div>	claude-generated toefl rank3 enhanced
C.6Cw_%5xM	<div class="word">specimen</div>	<div class='definition'><strong>標本、見本、実例</strong></div>	<div class="examples">1. The museum displayed rare butterfly specimens.<br>2. Scientists collected water specimens for testing.<br>3. He's a fine specimen of physical fitness.</div>	<div class="etymology">語源：ラテン語「specimen」（見るべきもの）<br>「specere（見る）」から「観察・研究のためのサンプル」</div>	claude-generated toefl rank3 enhanced
n-Zl}!Tw&:	<div class="word">enlist</div>	<div class='definition'><strong>入隊する、協力を求める</strong></div>	<div class="examples">1. Many young men enlisted in the army during wartime.<br>2. She enlisted her friends' help with the project.<br>3. The organization enlisted volunteers for the campaign.</div>	<div class="etymology">語源：「en-（中に）+ list（名簿）」<br>「名簿に載せる」ことから「軍隊に入る・協力を得る」</div>	claude-generated toefl rank3 enhanced
F~!3ilRUIK	<div class="word">intact</div>	<div class='definition'><strong>無傷の、完全な、そのままの</strong></div>	<div class="examples">1. The ancient building remained intact after the earthquake.<br>2. Her reputation stayed intact despite the scandal.<br>3. The package arrived with its contents intact.</div>	<div class="etymology">語源：ラテン語「intactus」（触れられていない）<br>「in-（not）+ tactus（触れられた）」で「損なわれていない」</div>	claude-generated toefl rank3 enhanced
"Nz8,y?#,DT"	<div class="word">intrude</div>	<div class='definition'><strong>侵入する、邪魔する、押し入る</strong></div>	<div class="examples">1. I don't want to intrude on your private conversation.<br>2. Burglars intruded into the house at midnight.<br>3. Worries about work intruded into his vacation.</div>	<div class="etymology">語源：ラテン語「intrudere」（押し込む）<br>「in-（中に）+ trudere（押す）」から「無理に入り込む」</div>	claude-generated toefl rank3 enhanced
H9l0)0G$_B	<div class="word">overlap</div>	<div class='definition'><strong>重なる、重複する</strong></div>	<div class="examples">1. The two meetings overlap by thirty minutes.<br>2. Their research interests overlap significantly.<br>3. Make sure the roof tiles overlap properly.</div>	<div class="etymology">語源：「over（上に）+ lap（折り重ねる）」<br>「上に重ねて折る」ことから「部分的に重なる」</div>	claude-generated toefl rank3 enhanced
.#tKtK5=Z"	<div class="word">subtle</div>	<div class='definition'><strong>微妙な、巧妙な、繊細な</strong></div>	<div class="examples">1. There was a subtle change in her tone of voice.<br>2. The artist used subtle colors in the painting.<br>3. His subtle humor amused the sophisticated audience.</div>	<div class="etymology">語源：ラテン語「subtilis」（細かく織られた）<br>「sub-（下に）+ tela（織物）」で「細かく精巧な」</div>	claude-generated toefl rank3 enhanced
QII5|d[4$r	<div class="word">parasite</div>	<div class='definition'><strong>寄生虫、寄生生物、居候</strong></div>	<div class="examples">1. The dog was treated for intestinal parasites.<br>2. Some plants act as parasites on trees.<br>3. He's just a social parasite living off others.</div>	<div class="etymology">語源：ギリシャ語「parasitos」（他人の食卓にいる人）<br>「para-（横に）+ sitos（食物）」で「他者に依存する」</div>	claude-generated toefl rank3 enhanced
Q}F>g~i,{)	<div class="word">herd</div>	<div class='definition'><strong>群れ、畜群、群衆</strong></div>	<div class="examples">1. A herd of cattle grazed in the meadow.<br>2. The shepherd herded the sheep into the pen.<br>3. People tend to follow the herd mentality.</div>	<div class="etymology">語源：古英語「heord」（群れ）<br>「家畜の集団」から「同種の動物・人の集まり」</div>	claude-generated toefl rank3 enhanced
l^4p(=T~ZC	<div class="word">savage</div>	<div class='definition'><strong>野蛮な、残忍な、激しい</strong></div>	<div class="examples">1. The savage attack shocked the entire community.<br>2. Wild animals can be savage when threatened.<br>3. The critics gave the movie a savage review.</div>	<div class="etymology">語源：古フランス語「sauvage」（野生の）<br>「silva（森）」から「文明化されていない・野生の」</div>	claude-generated toefl rank3 enhanced
*XJ~7NhQMp	<div class="word">prolong</div>	<div class='definition'><strong>延長する、長引かせる</strong></div>	<div class="examples">1. The medication helped prolong his life.<br>2. Don't prolong the meeting unnecessarily.<br>3. The war was prolonged by political disagreements.</div>	<div class="etymology">語源：ラテン語「prolongare」（前に伸ばす）<br>「pro-（前に）+ longus（長い）」で「時間を延ばす」</div>	claude-generated toefl rank3 enhanced
@{0g8I@H$?	<div class="word">sterile</div>	<div class='definition'><strong>無菌の、不毛の、殺菌した</strong></div>	<div class="examples">1. All surgical instruments must be sterile.<br>2. The sterile soil couldn't support plant growth.<br>3. The discussion remained sterile and unproductive.</div>	<div class="etymology">語源：ラテン語「sterilis」（実らない）<br>「生殖能力がない」から「無菌・不毛」を意味</div>	claude-generated toefl rank3 enhanced
m29XDta,_a	<div class="word">innate</div>	<div class='definition'><strong>生来の、生まれつきの、本来の</strong></div>	<div class="examples">1. Children have an innate ability to learn languages.<br>2. Her innate kindness touched everyone she met.<br>3. Some behaviors are innate rather than learned.</div>	<div class="etymology">語源：ラテン語「innatus」（生まれた時からの）<br>「in-（中に）+ natus（生まれた）」で「生まれながらの」</div>	claude-generated toefl rank3 enhanced
R;Z~[&.0_q	<div class="word">deteriorate</div>	<div class='definition'><strong>悪化する、劣化する、衰える</strong></div>	<div class="examples">1. His health began to deteriorate rapidly.<br>2. The building's condition deteriorated over time.<br>3. Relations between the countries continued to deteriorate.</div>	<div class="etymology">語源：ラテン語「deteriorare」（より悪くする）<br>「deterior（より悪い）」から「質が下がる・悪くなる」</div>	claude-generated toefl rank3 enhanced
HK5dFT|$5s	<div class="word">robust</div>	<div class='definition'><strong>頑健な、堅牢な、力強い</strong></div>	<div class="examples">1. She enjoyed robust health well into her nineties.<br>2. The economy showed robust growth this quarter.<br>3. This robust software can handle heavy workloads.</div>	<div class="etymology">語源：ラテン語「robustus」（オークの木のような）<br>「robur（オーク・強さ）」から「堅固で強い」</div>	claude-generated toefl rank3 enhanced
*@p/,fxVp!	<div class="word">prominent</div>	<div class='definition'><strong>著名な、目立つ、突き出た</strong></div>	<div class="examples">1. She is a prominent figure in environmental activism.<br>2. The mountain has a prominent peak visible from miles away.<br>3. His prominent nose made him easily recognizable.</div>	<div class="etymology">語源：ラテン語「prominens」（前に出ている）<br>「pro-（前に）+ minere（突き出る）」で「目立って見える」</div>	claude-generated toefl rank3 enhanced
FYTMEbuo,0	<div class="word">compensate</div>	<div class='definition'><strong>補償する、償う、代償を与える</strong></div>	<div class="examples">1. The company compensated workers for overtime.<br>2. His hard work compensated for his lack of experience.<br>3. Insurance will compensate for the damage.</div>	<div class="etymology">語源：ラテン語「compensare」（釣り合わせる）<br>「com-（共に）+ pensare（重さを量る）」で「バランスを取る」</div>	claude-generated toefl rank3 enhanced
"MI5UFc(#]J"	<div class="word">disperse</div>	<div class='definition'><strong>散らす、分散する、解散する</strong></div>	<div class="examples">1. Police used tear gas to disperse the crowd.<br>2. Wind dispersed the seeds across the field.<br>3. The protesters gradually dispersed after the speech.</div>	<div class="etymology">語源：ラテン語「dispergere」（散りばめる）<br>「dis-（離れて）+ spargere（まく）」で「あちこちに散らす」</div>	claude-generated toefl rank3 enhanced
u4e)T8Tz%@	<div class="word">diligent</div>	<div class='definition'><strong>勤勉な、熱心な、着実な</strong></div>	<div class="examples">1. She was a diligent student who never missed classes.<br>2. Diligent research led to the scientific breakthrough.<br>3. The diligent worker earned a promotion quickly.</div>	<div class="etymology">語源：ラテン語「diligent-」（注意深い）<br>「diligere（愛する・選ぶ）」から「注意深く取り組む」</div>	claude-generated toefl rank3 enhanced
